Fermeture,ordreVB,faitFerm,faitLocal,OTF,CodeEx,Tatouage,jour
A14&NEU-W,2.0,OK,True,458535.0,DEF-NSW-004/DEF,L10.163Y,150.0
A14&NEU-W,3.0,OK,True,459335.0,DEF-NSW-004/DEF,L10.163Y,224.0
A14&NEU-W,4.0,KO,True,460135.0,DEF-NSW-004/DEF,L10.163Y,269.0
A14&NEU-W,5.0,OK,True,460935.0,DEF-NSW-004/DEF,L10.163Y,339.0
A14&NEU-W,0.0,OK,True,456936.0,DEF-NSW-005/DEF,L10.164A,51.0
A14&NEU-W,1.0,OK,True,457736.0,DEF-NSW-005/DEF,L10.164A,108.0
A14&NEU-W,2.0,OK,True,458536.0,DEF-NSW-005/DEF,L10.164A,150.0
A14&NEU-W,3.0,OK,True,459336.0,DEF-NSW-005/DEF,L10.164A,224.0
A14&NEU-W,4.0,KO,True,460136.0,DEF-NSW-005/DEF,L10.164A,269.0
A14&NEU-W,5.0,OK,True,460936.0,DEF-NSW-005/DEF,L10.164A,339.0
A14&NEU-W,0.0,OK,True,456937.0,DEF-NSW-006/DEF,L10.165C,51.0
A14&NEU-W,1.0,OK,True,457737.0,DEF-NSW-006/DEF,L10.165C,108.0
A14&NEU-W,2.0,OK,True,458537.0,DEF-NSW-006/DEF,L10.165C,150.0
A14&NEU-W,3.0,OK,True,459337.0,DEF-NSW-006/DEF,L10.165C,224.0
A14&NEU-W,4.0,KO,True,460137.0,DEF-NSW-006/DEF,L10.165C,269.0
A14&NEU-W,5.0,OK,True,460937.0,DEF-NSW-006/DEF,L10.165C,339.0
A14&NEU-W,0.0,OK,True,456938.0,DEF-NSW-007/DEF,L10.166D,51.0
A14&NEU-W,1.0,OK,True,457738.0,DEF-NSW-007/DEF,L10.166D,108.0
A14&NEU-W,2.0,OK,True,458538.0,DEF-NSW-007/DEF,L10.166D,150.0
A14&NEU-W,3.0,OK,True,459338.0,DEF-NSW-007/DEF,L10.166D,224.0
A14&NEU-W,4.0,KO,True,460138.0,DEF-NSW-007/DEF,L10.166D,269.0
A14&NEU-W,5.0,OK,True,460938.0,DEF-NSW-007/DEF,L10.166D,339.0
A14&NEU-W,0.0,OK,True,456939.0,DEF-NSW-008/DEF,L10.167E,51.0
A14&NEU-W,1.0,OK,True,457739.0,DEF-NSW-008/DEF,L10.167E,108.0
A14&NEU-W,2.0,OK,True,458539.0,DEF-NSW-008/DEF,L10.167E,150.0
A14&NEU-W,3.0,OK,True,459339.0,DEF-NSW-008/DEF,L10.167E,224.0
A14&NEU-W,4.0,KO,True,460139.0,DEF-NSW-008/DEF,L10.167E,269.0
A14&NEU-W,5.0,OK,True,460939.0,DEF-NSW-008/DEF,L10.167E,339.0
A14&NEU-W,0.0,OK,True,456940.0,DEF-NSW-009/DEF,L10.168F,51.0
A14&NEU-W,1.0,OK,True,457740.0,DEF-NSW-009/DEF,L10.168F,108.0
A14&NEU-W,2.0,OK,True,458540.0,DEF-NSW-009/DEF,L10.168F,150.0
A14&NEU-W,3.0,OK,True,459340.0,DEF-NSW-009/DEF,L10.168F,224.0
A14&NEU-W,4.0,KO,True,460140.0,DEF-NSW-009/DEF,L10.168F,269.0
A14&NEU-W,5.0,OK,True,460940.0,DEF-NSW-009/DEF,L10.168F,339.0
A14&NEU-W,0.0,OK,True,456941.0,DEF-NSW-010/DEF,L10.169G,51.0
A14&NEU-W,1.0,OK,True,457741.0,DEF-NSW-010/DEF,L10.169G,108.0
A14&NEU-W,2.0,OK,True,458541.0,DEF-NSW-010/DEF,L10.169G,150.0
A14&NEU-W,3.0,OK,True,459341.0,DEF-NSW-010/DEF,L10.169G,224.0
A14&NEU-W,4.0,KO,True,460141.0,DEF-NSW-010/DEF,L10.169G,269.0
A14&NEU-W,5.0,OK,True,460941.0,DEF-NSW-010/DEF,L10.169G,339.0
A14&NEU-W,0.0,OK,True,456942.0,DEF-NSW-011/DEF,L10.171J,51.0
A14&NEU-W,1.0,OK,True,457742.0,DEF-NSW-011/DEF,L10.171J,108.0
A14&NEU-W,2.0,OK,False,458542.0,DEF-NSW-011/DEF,L10.171J,150.0
A14&NEU-W,3.0,OK,True,459342.0,DEF-NSW-011/DEF,L10.171J,224.0
A14&NEU-W,4.0,KO,True,460142.0,DEF-NSW-011/DEF,L10.171J,269.0
A14&NEU-W,5.0,OK,True,460942.0,DEF-NSW-011/DEF,L10.171J,339.0
A14&NEU-W,0.0,OK,True,456943.0,DEF-NSW-501/DEF,L10.172K,51.0
A14&NEU-W,1.0,OK,True,457743.0,DEF-NSW-501/DEF,L10.172K,108.0
A14&NEU-W,2.0,OK,True,458543.0,DEF-NSW-501/DEF,L10.172K,150.0
A14&NEU-W,3.0,OK,True,459343.0,DEF-NSW-501/DEF,L10.172K,224.0
A14&NEU-W,4.0,KO,True,460143.0,DEF-NSW-501/DEF,L10.172K,269.0
A14&NEU-W,5.0,OK,True,460943.0,DEF-NSW-501/DEF,L10.172K,339.0
A14&NEU-W,0.0,OK,True,456944.0,DEF-NSW-502/DEF,L10.173L,51.0
A14&NEU-W,1.0,OK,True,457744.0,DEF-NSW-502/DEF,L10.173L,108.0
A14&NEU-W,2.0,OK,True,458544.0,DEF-NSW-502/DEF,L10.173L,150.0
A14&NEU-W,3.0,OK,True,459344.0,DEF-NSW-502/DEF,L10.173L,224.0
A14&NEU-W,4.0,KO,True,460144.0,DEF-NSW-502/DEF,L10.173L,269.0
A14&NEU-W,5.0,OK,True,460944.0,DEF-NSW-502/DEF,L10.173L,339.0
A14&NEU-W,0.0,OK,True,456945.0,DEF-NSW-012/DEF,L10.174M,51.0
A14&NEU-W,1.0,OK,True,457745.0,DEF-NSW-012/DEF,L10.174M,108.0
A14&NEU-W,2.0,OK,True,458545.0,DEF-NSW-012/DEF,L10.174M,150.0
A14&NEU-W,3.0,OK,True,459345.0,DEF-NSW-012/DEF,L10.174M,224.0
A14&NEU-W,4.0,KO,True,460145.0,DEF-NSW-012/DEF,L10.174M,269.0
A14&NEU-W,5.0,OK,True,460945.0,DEF-NSW-012/DEF,L10.174M,339.0
A14&NEU-W,0.0,OK,True,456946.0,DEF-NSW-013/DEF,L10.175N,51.0
A14&NEU-W,1.0,OK,True,457746.0,DEF-NSW-013/DEF,L10.175N,108.0
A14&NEU-W,2.0,OK,True,458546.0,DEF-NSW-013/DEF,L10.175N,150.0
A14&NEU-W,3.0,OK,True,459346.0,DEF-NSW-013/DEF,L10.175N,224.0
A14&NEU-W,4.0,KO,True,460146.0,DEF-NSW-013/DEF,L10.175N,269.0
A14&NEU-W,5.0,OK,True,460946.0,DEF-NSW-013/DEF,L10.175N,339.0
A14&NEU-W,0.0,OK,True,456947.0,DEF-NSW-014/DEF,L10.176P,51.0
A14&NEU-W,1.0,OK,True,457747.0,DEF-NSW-014/DEF,L10.176P,108.0
A14&NEU-W,2.0,OK,True,458547.0,DEF-NSW-014/DEF,L10.176P,150.0
A14&NEU-W,3.0,OK,True,459347.0,DEF-NSW-014/DEF,L10.176P,224.0
A14&NEU-W,4.0,KO,True,460147.0,DEF-NSW-014/DEF,L10.176P,269.0
A14&NEU-W,5.0,OK,True,460947.0,DEF-NSW-014/DEF,L10.176P,339.0
A14&NEU-W,0.0,OK,True,456948.0,DEF-NSW-015/DEF,L10.177R,51.0
A14&NEU-W,1.0,OK,True,457748.0,DEF-NSW-015/DEF,L10.177R,108.0
A14&NEU-W,2.0,OK,True,458548.0,DEF-NSW-015/DEF,L10.177R,150.0
A14&NEU-W,3.0,OK,True,459348.0,DEF-NSW-015/DEF,L10.177R,224.0
A14&NEU-W,4.0,KO,True,460148.0,DEF-NSW-015/DEF,L10.177R,269.0
A14&NEU-W,5.0,OK,True,460948.0,DEF-NSW-015/DEF,L10.177R,339.0
A14&NEU-W,0.0,OK,True,456949.0,DEF-NSW-016/DEF,L10.178S,51.0
A14&NEU-W,1.0,OK,False,457749.0,DEF-NSW-016/DEF,L10.178S,108.0
A14&NEU-W,2.0,OK,True,458549.0,DEF-NSW-016/DEF,L10.178S,150.0
A14&NEU-W,3.0,OK,True,459349.0,DEF-NSW-016/DEF,L10.178S,224.0
A14&NEU-W,4.0,KO,True,460149.0,DEF-NSW-016/DEF,L10.178S,269.0
A14&NEU-W,5.0,OK,True,460949.0,DEF-NSW-016/DEF,L10.178S,339.0
A14&NEU-W,0.0,OK,True,456950.0,DEF-NSW-017/DEF,L10.179T,51.0
A14&NEU-W,1.0,OK,True,457750.0,DEF-NSW-017/DEF,L10.179T,108.0
A14&NEU-W,2.0,OK,False,458550.0,DEF-NSW-017/DEF,L10.179T,150.0
A14&NEU-W,3.0,OK,True,459350.0,DEF-NSW-017/DEF,L10.179T,224.0
A14&NEU-W,4.0,KO,True,460150.0,DEF-NSW-017/DEF,L10.179T,269.0
A14&NEU-W,5.0,OK,True,460950.0,DEF-NSW-017/DEF,L10.179T,339.0
A14&NEU-W,0.0,OK,True,456951.0,DEF-NSW-018/DEF,L10.181V,51.0
A14&NEU-W,1.0,OK,True,457751.0,DEF-NSW-018/DEF,L10.181V,108.0
A14&NEU-W,2.0,OK,True,458551.0,DEF-NSW-018/DEF,L10.181V,150.0
A14&NEU-W,3.0,OK,False,459351.0,DEF-NSW-018/DEF,L10.181V,224.0
A14&NEU-W,4.0,KO,True,460151.0,DEF-NSW-018/DEF,L10.181V,269.0
A14&NEU-W,5.0,OK,True,460951.0,DEF-NSW-018/DEF,L10.181V,339.0
A14&NEU-W,0.0,OK,False,456952.0,DEF-NSW-019/DEF,L10.182W,51.0
A14&NEU-W,1.0,OK,True,457752.0,DEF-NSW-019/DEF,L10.182W,108.0
A14&NEU-W,2.0,OK,True,458552.0,DEF-NSW-019/DEF,L10.182W,150.0
A14&NEU-W,3.0,OK,True,459352.0,DEF-NSW-019/DEF,L10.182W,224.0
A14&NEU-W,4.0,KO,True,460152.0,DEF-NSW-019/DEF,L10.182W,269.0
A14&NEU-W,5.0,OK,True,460952.0,DEF-NSW-019/DEF,L10.182W,339.0
A14&NEU-W,0.0,OK,True,456953.0,DEF-NSW-703/DEF,L10.183X,51.0
A14&NEU-W,1.0,OK,False,457753.0,DEF-NSW-703/DEF,L10.183X,108.0
A14&NEU-W,2.0,OK,True,458553.0,DEF-NSW-703/DEF,L10.183X,150.0
A14&NEU-W,3.0,OK,True,459353.0,DEF-NSW-703/DEF,L10.183X,224.0
A14&NEU-W,4.0,KO,True,460153.0,DEF-NSW-703/DEF,L10.183X,269.0
A14&NEU-W,5.0,OK,True,460953.0,DEF-NSW-703/DEF,L10.183X,339.0
A14&NEU-W,0.0,OK,True,456954.0,DEF-NSW-020/DEF,L10.184Y,51.0
A14&NEU-W,1.0,OK,True,457754.0,DEF-NSW-020/DEF,L10.184Y,108.0
A14&NEU-W,2.0,OK,True,458554.0,DEF-NSW-020/DEF,L10.184Y,150.0
A14&NEU-W,3.0,OK,True,459354.0,DEF-NSW-020/DEF,L10.184Y,224.0
A14&NEU-W,4.0,KO,True,460154.0,DEF-NSW-020/DEF,L10.184Y,269.0
A14&NEU-W,5.0,OK,True,460954.0,DEF-NSW-020/DEF,L10.184Y,339.0
A14&NEU-W,0.0,OK,True,456955.0,DEF-NSW-021/DEF,L10.185A,51.0
A14&NEU-W,1.0,OK,True,457755.0,DEF-NSW-021/DEF,L10.185A,108.0
A14&NEU-W,2.0,OK,True,458555.0,DEF-NSW-021/DEF,L10.185A,150.0
A14&NEU-W,3.0,OK,True,459355.0,DEF-NSW-021/DEF,L10.185A,224.0
A14&NEU-W,4.0,KO,True,460155.0,DEF-NSW-021/DEF,L10.185A,269.0
A14&NEU-W,5.0,OK,True,460955.0,DEF-NSW-021/DEF,L10.185A,339.0
A14&NEU-W,0.0,OK,True,456956.0,DEF-NSW-022/DEF,L10.186C,51.0
A14&NEU-W,1.0,OK,True,457756.0,DEF-NSW-022/DEF,L10.186C,108.0
A14&NEU-W,2.0,OK,True,458556.0,DEF-NSW-022/DEF,L10.186C,150.0
A14&NEU-W,3.0,OK,True,459356.0,DEF-NSW-022/DEF,L10.186C,224.0
A14&NEU-W,4.0,KO,True,460156.0,DEF-NSW-022/DEF,L10.186C,269.0
A14&NEU-W,5.0,OK,True,460956.0,DEF-NSW-022/DEF,L10.186C,339.0
A14&NEU-W,0.0,OK,True,456957.0,DEF-NSW-023/DEF,L10.187D,51.0
A14&NEU-W,1.0,OK,True,457757.0,DEF-NSW-023/DEF,L10.187D,108.0
A14&NEU-W,2.0,OK,True,458557.0,DEF-NSW-023/DEF,L10.187D,150.0
A14&NEU-W,3.0,OK,True,459357.0,DEF-NSW-023/DEF,L10.187D,224.0
A14&NEU-W,4.0,KO,True,460157.0,DEF-NSW-023/DEF,L10.187D,269.0
A14&NEU-W,5.0,OK,True,460957.0,DEF-NSW-023/DEF,L10.187D,339.0
A14&NEU-W,0.0,OK,True,456958.0,DEF-NSW-901/DEF,L10.197P,51.0
A14&NEU-W,1.0,OK,True,457758.0,DEF-NSW-901/DEF,L10.197P,108.0
A14&NEU-W,2.0,OK,True,458558.0,DEF-NSW-901/DEF,L10.197P,150.0
A14&NEU-W,3.0,OK,True,459358.0,DEF-NSW-901/DEF,L10.197P,224.0
A14&NEU-W,4.0,KO,True,460158.0,DEF-NSW-901/DEF,L10.197P,269.0
A14&NEU-W,5.0,OK,True,460958.0,DEF-NSW-901/DEF,L10.197P,339.0
A14&NEU-W,0.0,OK,True,456959.0,DEF-NSW-024/DEF,L10.198R,51.0
A14&NEU-W,1.0,OK,True,457759.0,DEF-NSW-024/DEF,L10.198R,108.0
A14&NEU-W,2.0,OK,True,458559.0,DEF-NSW-024/DEF,L10.198R,150.0
A14&NEU-W,3.0,OK,True,459359.0,DEF-NSW-024/DEF,L10.198R,224.0
A14&NEU-W,4.0,KO,True,460159.0,DEF-NSW-024/DEF,L10.198R,269.0
A14&NEU-W,5.0,OK,True,460959.0,DEF-NSW-024/DEF,L10.198R,339.0
A14&NEU-W,0.0,OK,True,456960.0,DEF-NSW-902/DEF,L10.199S,51.0
A14&NEU-W,1.0,OK,True,457760.0,DEF-NSW-902/DEF,L10.199S,108.0
A14&NEU-W,2.0,OK,False,458560.0,DEF-NSW-902/DEF,L10.199S,150.0
A14&NEU-W,3.0,OK,True,459360.0,DEF-NSW-902/DEF,L10.199S,224.0
A14&NEU-W,4.0,KO,True,460160.0,DEF-NSW-902/DEF,L10.199S,269.0
A14&NEU-W,5.0,OK,True,460960.0,DEF-NSW-902/DEF,L10.199S,339.0
A14&NEU-W,0.0,OK,False,457064.0,ECH-NSW-301/DEF,L11.157H,51.0
A14&NEU-W,1.0,OK,True,457864.0,ECH-NSW-301/DEF,L11.157H,108.0
A14&NEU-W,2.0,OK,True,458664.0,ECH-NSW-301/DEF,L11.157H,150.0
A14&NEU-W,3.0,OK,True,459464.0,ECH-NSW-301/DEF,L11.157H,224.0
A14&NEU-W,4.0,KO,True,460264.0,ECH-NSW-301/DEF,L11.157H,269.0
A14&NEU-W,5.0,OK,True,461064.0,ECH-NSW-301/DEF,L11.157H,339.0
A14&NEU-W,0.0,OK,True,457065.0,ECH-NSW-302/DEF,L11.158J,51.0
A14&NEU-W,1.0,OK,True,457865.0,ECH-NSW-302/DEF,L11.158J,108.0
A14&NEU-W,2.0,OK,True,458665.0,ECH-NSW-302/DEF,L11.158J,150.0
A14&NEU-W,3.0,OK,True,459465.0,ECH-NSW-302/DEF,L11.158J,224.0
A14&NEU-W,4.0,KO,True,460265.0,ECH-NSW-302/DEF,L11.158J,269.0
A14&NEU-W,5.0,OK,True,461065.0,ECH-NSW-302/DEF,L11.158J,339.0
A14&NEU-W,0.0,OK,True,457066.0,ECH-NSW-303/DEF,L11.159K,51.0
A14&NEU-W,1.0,OK,True,457866.0,ECH-NSW-303/DEF,L11.159K,108.0
A14&NEU-W,2.0,OK,True,458666.0,ECH-NSW-303/DEF,L11.159K,150.0
A14&NEU-W,3.0,OK,True,459466.0,ECH-NSW-303/DEF,L11.159K,224.0
A14&NEU-W,4.0,KO,True,460266.0,ECH-NSW-303/DEF,L11.159K,269.0
A14&NEU-W,5.0,OK,True,461066.0,ECH-NSW-303/DEF,L11.159K,339.0
A14&NEU-W,0.0,OK,True,457067.0,ECH-NIW-304/DEF,L11.161M,51.0
A14&NEU-W,1.0,OK,True,457867.0,ECH-NIW-304/DEF,L11.161M,108.0
A14&NEU-W,2.0,OK,True,458667.0,ECH-NIW-304/DEF,L11.161M,150.0
A14&NEU-W,3.0,OK,True,459467.0,ECH-NIW-304/DEF,L11.161M,224.0
A14&NEU-W,4.0,KO,False,460267.0,ECH-NIW-304/DEF,L11.161M,269.0
A14&NEU-W,5.0,OK,True,461067.0,ECH-NIW-304/DEF,L11.161M,339.0
A14&NEU-W,0.0,OK,True,457068.0,ECH-NSW-304/DEF,L11.162N,51.0
A14&NEU-W,1.0,OK,True,457868.0,ECH-NSW-304/DEF,L11.162N,108.0
A14&NEU-W,2.0,OK,True,458668.0,ECH-NSW-304/DEF,L11.162N,150.0
A14&NEU-W,3.0,OK,True,459468.0,ECH-NSW-304/DEF,L11.162N,224.0
A14&NEU-W,4.0,KO,True,460268.0,ECH-NSW-304/DEF,L11.162N,269.0
A14&NEU-W,5.0,OK,True,461068.0,ECH-NSW-304/DEF,L11.162N,339.0
A14&NEU-W,0.0,OK,True,457069.0,ECH-NSW-801/DEF,L11.163P,51.0
A14&NEU-W,1.0,OK,True,457869.0,ECH-NSW-801/DEF,L11.163P,108.0
A14&NEU-W,2.0,OK,True,458669.0,ECH-NSW-801/DEF,L11.163P,150.0
A14&NEU-W,3.0,OK,True,459469.0,ECH-NSW-801/DEF,L11.163P,224.0
A14&NEU-W,4.0,KO,True,460269.0,ECH-NSW-801/DEF,L11.163P,269.0
A14&NEU-W,5.0,OK,True,461069.0,ECH-NSW-801/DEF,L11.163P,339.0
A14&NEU-W,0.0,OK,True,457075.0,ECH-NSY-402/DEF,L11.169W,51.0
A14&NEU-W,1.0,OK,True,457875.0,ECH-NSY-402/DEF,L11.169W,108.0
A14&NEU-W,2.0,OK,True,458675.0,ECH-NSY-402/DEF,L11.169W,150.0
A14&NEU-W,3.0,OK,True,459475.0,ECH-NSY-402/DEF,L11.169W,224.0
A14&NEU-W,4.0,KO,True,460275.0,ECH-NSY-402/DEF,L11.169W,269.0
A14&NEU-W,5.0,OK,True,461075.0,ECH-NSY-402/DEF,L11.169W,339.0
A14&NEU-W,0.0,OK,True,457076.0,ECH-NSY-403/DEF,L11.171Y,51.0
A14&NEU-W,1.0,OK,True,457876.0,ECH-NSY-403/DEF,L11.171Y,108.0
A14&NEU-W,2.0,OK,False,458676.0,ECH-NSY-403/DEF,L11.171Y,150.0
A14&NEU-W,3.0,OK,True,459476.0,ECH-NSY-403/DEF,L11.171Y,224.0
A14&NEU-W,4.0,KO,True,460276.0,ECH-NSY-403/DEF,L11.171Y,269.0
A14&NEU-W,5.0,OK,True,461076.0,ECH-NSY-403/DEF,L11.171Y,339.0
A14&NEU-W,0.0,OK,True,457077.0,ECH-NSY-404/DEF,L11.172A,51.0
A14&NEU-W,1.0,OK,True,457877.0,ECH-NSY-404/DEF,L11.172A,108.0
A14&NEU-W,2.0,OK,True,458677.0,ECH-NSY-404/DEF,L11.172A,150.0
A14&NEU-W,3.0,OK,True,459477.0,ECH-NSY-404/DEF,L11.172A,224.0
A14&NEU-W,4.0,KO,False,460277.0,ECH-NSY-404/DEF,L11.172A,269.0
A14&NEU-W,5.0,OK,True,461077.0,ECH-NSY-404/DEF,L11.172A,339.0
A14&NEU-W,0.0,OK,True,457143.0,NSW-001/NEU,L11.245M,51.0
A14&NEU-W,1.0,OK,True,457943.0,NSW-001/NEU,L11.245M,108.0
A14&NEU-W,2.0,OK,True,458743.0,NSW-001/NEU,L11.245M,150.0
A14&NEU-W,3.0,OK,True,459543.0,NSW-001/NEU,L11.245M,224.0
A14&NEU-W,4.0,KO,True,460343.0,NSW-001/NEU,L11.245M,269.0
A14&NEU-W,5.0,OK,True,461143.0,NSW-001/NEU,L11.245M,339.0
A14&NEU-W,0.0,OK,True,457144.0,NSW-002/NEU,L11.246N,51.0
A14&NEU-W,1.0,OK,True,457944.0,NSW-002/NEU,L11.246N,108.0
A14&NEU-W,2.0,OK,True,458744.0,NSW-002/NEU,L11.246N,150.0
A14&NEU-W,3.0,OK,True,459544.0,NSW-002/NEU,L11.246N,224.0
A14&NEU-W,4.0,KO,True,460344.0,NSW-002/NEU,L11.246N,269.0
A14&NEU-W,5.0,OK,True,461144.0,NSW-002/NEU,L11.246N,339.0
A14&NEU-W,0.0,OK,True,457145.0,NSW-003/NEU,L11.247P,51.0
A14&NEU-W,1.0,OK,True,457945.0,NSW-003/NEU,L11.247P,108.0
A14&NEU-W,2.0,OK,True,458745.0,NSW-003/NEU,L11.247P,150.0
A14&NEU-W,3.0,OK,True,459545.0,NSW-003/NEU,L11.247P,224.0
A14&NEU-W,4.0,KO,True,460345.0,NSW-003/NEU,L11.247P,269.0
A14&NEU-W,5.0,OK,True,461145.0,NSW-003/NEU,L11.247P,339.0
A14&NEU-Y,0.0,RP,True,456905.0,DEF-NSY-001/DEF,L10.129J,38.0
A14&NEU-Y,1.0,OK,True,457705.0,DEF-NSY-001/DEF,L10.129J,106.0
A14&NEU-Y,2.0,OK,False,458505.0,DEF-NSY-001/DEF,L10.129J,149.0
A14&NEU-Y,3.0,RP,True,459305.0,DEF-NSY-001/DEF,L10.129J,224.0
A14&NEU-Y,4.0,RP,True,460105.0,DEF-NSY-001/DEF,L10.129J,281.0
A14&NEU-Y,5.0,RP,True,460905.0,DEF-NSY-001/DEF,L10.129J,323.0
A14&NEU-Y,0.0,RP,True,456906.0,DEF-NSY-002/DEF,L10.131L,38.0
A14&NEU-Y,1.0,OK,True,457706.0,DEF-NSY-002/DEF,L10.131L,106.0
A14&NEU-Y,2.0,OK,True,458506.0,DEF-NSY-002/DEF,L10.131L,149.0
A14&NEU-Y,3.0,RP,True,459306.0,DEF-NSY-002/DEF,L10.131L,224.0
A14&NEU-Y,4.0,RP,True,460106.0,DEF-NSY-002/DEF,L10.131L,281.0
A14&NEU-Y,5.0,RP,True,460906.0,DEF-NSY-002/DEF,L10.131L,323.0
A14&NEU-Y,0.0,RP,True,456907.0,DEF-NSY-003/DEF,L10.132M,38.0
A14&NEU-Y,1.0,OK,True,457707.0,DEF-NSY-003/DEF,L10.132M,106.0
A14&NEU-Y,2.0,OK,True,458507.0,DEF-NSY-003/DEF,L10.132M,149.0
A14&NEU-Y,3.0,RP,True,459307.0,DEF-NSY-003/DEF,L10.132M,224.0
A14&NEU-Y,4.0,RP,True,460107.0,DEF-NSY-003/DEF,L10.132M,281.0
A14&NEU-Y,5.0,RP,True,460907.0,DEF-NSY-003/DEF,L10.132M,323.0
A14&NEU-Y,0.0,RP,True,456908.0,DEF-NSY-004/DEF,L10.133N,38.0
A14&NEU-Y,1.0,OK,True,457708.0,DEF-NSY-004/DEF,L10.133N,106.0
